"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price ","Total Traded Quantity","Turnover ₹","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty  "
"JINDALSTEL","EQ","26-Mar-2025","908.80","909.50","916.35","896.05","898.00","899.85","906.84","15,07,434","1,36,69,96,878.85","56,269","7,51,583","49.86"
"JINDALSTEL","EQ","27-Mar-2025","899.85","898.00","919.00","893.20","913.10","916.05","905.94","12,46,440","1,12,91,94,553.25","61,464","5,59,351","44.88"
"JINDALSTEL","EQ","28-Mar-2025","916.05","925.45","925.45","905.30","910.00","912.30","915.98","15,50,743","1,42,04,57,050.20","52,696","6,77,170","43.67"
"JINDALSTEL","EQ","01-Apr-2025","912.30","907.00","914.60","893.30","903.00","901.50","903.13","16,97,338","1,53,29,24,992.50","54,648","10,21,446","60.18"
"JINDALSTEL","EQ","02-Apr-2025","901.50","903.00","911.70","896.50","907.65","909.55","905.22","17,61,044","1,59,41,24,492.45","35,683","10,87,180","61.73"
"JINDALSTEL","EQ","03-Apr-2025","909.55","900.00","916.00","898.30","904.00","905.20","904.72","19,49,930","1,76,41,36,013.20","47,072","11,52,957","59.13"
"JINDALSTEL","EQ","04-Apr-2025","905.20","898.00","908.80","845.00","852.00","850.10","861.85","28,78,135","2,48,05,22,930.00","1,00,409","12,58,966","43.74"
"JINDALSTEL","EQ","07-Apr-2025","850.10","775.10","807.70","775.10","788.00","791.05","794.03","53,00,335","4,20,86,04,940.00","1,09,829","26,25,778","49.54"
"JINDALSTEL","EQ","08-Apr-2025","791.05","818.60","822.75","777.70","801.95","801.85","798.17","20,90,766","1,66,87,88,042.75","70,912","9,51,828","45.53"
"JINDALSTEL","EQ","09-Apr-2025","801.85","790.25","793.25","770.00","787.70","786.90","780.98","18,77,934","1,46,66,34,370.75","75,862","6,56,223","34.94"
"JINDALSTEL","EQ","11-Apr-2025","786.90","810.00","816.80","797.80","807.55","805.65","808.06","18,04,073","1,45,77,97,947.40","78,639","8,64,083","47.90"
"JINDALSTEL","EQ","15-Apr-2025","805.65","825.00","850.95","821.80","841.55","845.15","840.07","18,18,808","1,52,79,18,781.95","40,402","8,68,031","47.73"
"JINDALSTEL","EQ","16-Apr-2025","845.15","845.15","860.00","838.55","850.00","854.25","846.96","14,04,916","1,18,99,02,005.45","43,056","5,85,504","41.68"
"JINDALSTEL","EQ","17-Apr-2025","854.25","851.95","895.95","848.35","882.00","881.70","881.30","28,42,300","2,50,49,19,878.70","81,139","5,22,644","18.39"
"JINDALSTEL","EQ","21-Apr-2025","881.70","888.00","913.95","879.05","903.50","906.40","900.39","20,90,565","1,88,23,23,089.70","95,806","7,26,879","34.77"
"JINDALSTEL","EQ","22-Apr-2025","906.40","917.00","923.80","907.10","915.00","914.75","915.43","19,41,122","1,77,69,69,881.90","58,955","5,65,557","29.14"
"JINDALSTEL","EQ","23-Apr-2025","914.75","921.00","922.00","892.65","915.25","919.05","911.35","12,41,468","1,13,14,17,826.80","46,390","3,66,421","29.52"
"JINDALSTEL","EQ","24-Apr-2025","919.05","917.00","926.00","903.60","908.00","908.00","913.30","15,78,364","1,44,15,26,643.55","45,267","4,53,061","28.70"
"JINDALSTEL","EQ","25-Apr-2025","908.00","912.00","919.00","876.05","888.35","891.80","893.28","12,53,219","1,11,94,74,063.75","36,299","3,80,287","30.34"
"JINDALSTEL","EQ","28-Apr-2025","891.80","895.00","912.80","889.05","905.10","907.50","904.43","6,31,588","57,12,28,573.25","23,214","1,53,256","24.27"
"JINDALSTEL","EQ","29-Apr-2025","907.50","911.00","916.50","892.95","893.60","895.45","901.90","5,19,692","46,87,08,076.55","20,855","1,39,271","26.80"
"JINDALSTEL","EQ","30-Apr-2025","895.45","895.55","907.80","888.40","892.50","895.65","898.50","10,48,167","94,17,81,419.50","37,063","4,27,328","40.77"
"JINDALSTEL","EQ","02-May-2025","895.65","887.00","904.75","843.55","892.00","897.75","888.48","36,91,357","3,27,97,15,247.15","88,934","12,31,010","33.35"
"JINDALSTEL","EQ","05-May-2025","897.75","895.10","908.85","892.55","901.80","903.85","902.79","12,99,773","1,17,34,24,979.25","36,596","6,49,648","49.98"
"JINDALSTEL","EQ","06-May-2025","903.85","911.00","911.00","871.00","871.20","873.50","883.73","18,41,702","1,62,75,75,227.40","65,088","7,06,251","38.35"
"JINDALSTEL","EQ","07-May-2025","873.50","862.00","885.95","858.70","876.35","878.60","875.98","11,86,064","1,03,89,65,924.85","49,296","3,76,975","31.78"
"JINDALSTEL","EQ","08-May-2025","878.60","878.60","882.30","839.10","846.35","851.15","862.31","15,86,003","1,36,76,32,407.45","50,560","7,85,070","49.50"
"JINDALSTEL","EQ","09-May-2025","851.15","833.60","858.30","833.60","858.00","855.35","846.34","6,87,868","58,21,72,438.30","27,572","1,90,831","27.74"
"JINDALSTEL","EQ","12-May-2025","855.35","875.00","906.40","866.90","904.50","904.75","892.81","16,74,583","1,49,50,79,727.75","45,334","6,53,474","39.02"
"JINDALSTEL","EQ","13-May-2025","904.75","898.35","915.45","896.00","910.60","909.70","908.47","24,68,436","2,24,25,03,752.70","64,111","15,43,368","62.52"
"JINDALSTEL","EQ","14-May-2025","909.70","910.10","950.00","908.65","940.50","943.20","932.62","69,79,336","6,50,90,77,301.50","1,12,524","39,88,005","57.14"
"JINDALSTEL","EQ","15-May-2025","943.20","940.00","971.65","934.65","966.40","968.30","960.83","25,53,377","2,45,33,59,366.00","56,727","12,40,174","48.57"
"JINDALSTEL","EQ","16-May-2025","968.30","966.40","985.80","964.35","980.50","981.60","977.17","28,05,260","2,74,12,19,812.90","51,148","18,04,013","64.31"
"JINDALSTEL","EQ","19-May-2025","981.60","970.90","979.65","955.25","969.00","973.05","969.92","31,77,664","3,08,20,69,575.00","55,952","18,07,328","56.88"
"JINDALSTEL","EQ","20-May-2025","973.05","973.05","982.90","956.20","957.00","957.60","966.85","26,83,257","2,59,42,98,002.05","48,888","12,89,840","48.07"
"JINDALSTEL","EQ","21-May-2025","957.60","951.10","971.95","951.10","966.45","968.50","962.15","22,77,923","2,19,16,98,303.00","32,765","13,42,387","58.93"
"JINDALSTEL","EQ","22-May-2025","968.50","961.10","976.00","957.50","959.00","959.95","964.48","12,99,974","1,25,37,96,355.40","31,960","6,98,047","53.70"
"JINDALSTEL","EQ","23-May-2025","959.95","953.05","964.65","950.65","954.80","953.40","955.77","11,24,070","1,07,43,55,717.55","23,687","6,69,696","59.58"
"JINDALSTEL","EQ","26-May-2025","953.40","952.00","969.80","952.00","954.00","954.80","958.82","13,81,677","1,32,47,73,745.25","25,539","8,22,335","59.52"
"JINDALSTEL","EQ","27-May-2025","954.80","964.00","964.00","946.55","947.30","947.50","951.30","16,04,889","1,52,67,28,614.60","23,724","10,74,707","66.96"
"JINDALSTEL","EQ","28-May-2025","947.50","943.60","951.15","940.50","944.00","945.15","946.49","8,33,626","78,90,14,880.55","22,561","3,95,874","47.49"
"JINDALSTEL","EQ","29-May-2025","945.15","950.00","977.00","948.65","975.00","971.35","963.40","24,90,067","2,39,89,25,653.60","55,678","10,99,375","44.15"
"JINDALSTEL","EQ","30-May-2025","971.35","966.20","977.00","945.05","947.45","948.90","953.33","20,13,497","1,91,95,21,462.60","41,880","12,38,610","61.52"
"JINDALSTEL","EQ","02-Jun-2025","948.90","935.00","949.00","930.80","939.95","943.65","941.55","15,87,165","1,49,44,01,008.25","39,322","7,16,275","45.13"
"JINDALSTEL","EQ","03-Jun-2025","943.65","935.00","953.95","934.00","944.20","946.40","946.32","12,94,383","1,22,48,99,618.40","35,105","6,18,077","47.75"
"JINDALSTEL","EQ","04-Jun-2025","946.40","935.00","956.25","934.95","951.50","951.70","948.53","8,67,911","82,32,43,715.45","25,255","2,50,126","28.82"
"JINDALSTEL","EQ","05-Jun-2025","951.70","945.00","960.65","945.00","951.20","949.85","953.79","10,53,306","1,00,46,30,124.45","29,800","2,65,453","25.20"
"JINDALSTEL","EQ","06-Jun-2025","949.85","941.00","967.40","941.00","959.40","962.75","960.29","11,92,159","1,14,48,22,559.50","37,257","5,39,119","45.22"
"JINDALSTEL","EQ","09-Jun-2025","962.75","963.10","979.05","960.45","974.55","974.55","974.35","18,56,046","1,80,84,43,695.80","59,445","9,19,715","49.55"
"JINDALSTEL","EQ","10-Jun-2025","974.55","974.55","984.20","970.10","973.50","973.70","977.24","11,14,437","1,08,90,73,821.70","34,197","3,70,467","33.24"
"JINDALSTEL","EQ","11-Jun-2025","973.70","975.00","978.00","950.55","953.00","955.05","964.24","20,83,579","2,00,90,72,698.40","38,384","12,94,133","62.11"
"JINDALSTEL","EQ","12-Jun-2025","955.05","955.05","961.25","936.50","938.70","939.10","948.82","14,32,499","1,35,91,87,101.90","41,043","6,38,759","44.59"
"JINDALSTEL","EQ","13-Jun-2025","939.10","925.00","933.85","914.80","920.50","920.75","924.47","7,15,534","66,14,91,931.50","24,560","2,23,724","31.27"
"JINDALSTEL","EQ","16-Jun-2025","920.75","923.40","929.60","908.20","921.70","922.60","922.35","10,16,126","93,72,25,345.45","27,143","5,36,575","52.81"
"JINDALSTEL","EQ","17-Jun-2025","922.60","922.60","926.50","887.40","891.85","891.00","905.08","31,76,704","2,87,51,76,560.65","45,033","18,84,389","59.32"
"JINDALSTEL","EQ","18-Jun-2025","891.00","895.00","901.00","888.60","894.00","893.90","894.53","16,61,670","1,48,64,05,976.35","40,707","9,35,776","56.32"
"JINDALSTEL","EQ","19-Jun-2025","893.90","893.95","898.25","882.65","887.50","887.45","889.76","14,12,283","1,25,65,86,121.85","28,371","8,09,154","57.29"
"JINDALSTEL","EQ","20-Jun-2025","887.45","888.10","903.80","884.80","896.25","899.05","896.72","16,41,610","1,47,20,58,801.10","35,449","10,27,356","62.58"
"JINDALSTEL","EQ","23-Jun-2025","899.05","895.10","914.75","892.00","909.00","910.70","906.07","6,61,419","59,92,89,432.05","21,190","1,92,867","29.16"
"JINDALSTEL","EQ","24-Jun-2025","910.70","930.00","936.50","917.10","920.40","924.20","928.14","11,71,729","1,08,75,32,105.75","32,153","4,74,919","40.53"
"JINDALSTEL","EQ","25-Jun-2025","924.20","930.45","935.80","914.60","918.65","919.90","922.89","19,76,461","1,82,40,59,799.40","27,895","12,00,075","60.72"
"JINDALSTEL","EQ","26-Jun-2025","919.90","924.50","958.60","921.00","952.45","954.90","942.87","25,68,931","2,42,21,65,644.80","51,222","10,71,941","41.73"
"JINDALSTEL","EQ","27-Jun-2025","954.90","959.85","970.50","938.00","939.40","939.35","948.36","31,31,858","2,97,01,29,025.45","55,111","16,66,738","53.22"
"JINDALSTEL","EQ","30-Jun-2025","939.35","944.00","949.20","931.05","939.35","941.70","941.14","12,46,303","1,17,29,47,852.00","33,784","5,46,248","43.83"
"JINDALSTEL","EQ","01-Jul-2025","941.70","941.70","955.00","935.50","951.80","951.25","947.39","11,66,914","1,10,55,19,832.50","35,688","4,06,116","34.80"
"JINDALSTEL","EQ","02-Jul-2025","951.25","954.00","979.90","950.50","972.00","968.70","968.46","20,04,442","1,94,12,25,244.85","60,537","5,49,224","27.40"
"JINDALSTEL","EQ","03-Jul-2025","968.70","972.10","985.20","954.00","956.55","956.50","972.13","15,06,490","1,46,45,05,658.00","38,230","4,45,709","29.59"
"JINDALSTEL","EQ","04-Jul-2025","956.50","961.45","964.50","942.65","950.00","953.00","953.06","6,52,147","62,15,33,700.65","25,247","1,50,805","23.12"
"JINDALSTEL","EQ","07-Jul-2025","953.00","951.00","960.80","942.00","950.50","953.50","953.56","7,73,510","73,75,85,709.60","33,048","1,72,252","22.27"
"JINDALSTEL","EQ","08-Jul-2025","953.50","950.55","957.35","945.00","945.00","951.10","952.22","5,74,607","54,71,52,780.30","20,320","1,50,715","26.23"
"JINDALSTEL","EQ","09-Jul-2025","951.10","947.00","952.05","926.75","942.50","944.80","940.77","10,39,879","97,82,84,803.70","28,940","1,83,111","17.61"
"JINDALSTEL","EQ","10-Jul-2025","944.80","941.00","952.90","940.25","944.80","944.55","946.72","11,28,883","1,06,87,30,756.15","31,355","4,58,057","40.58"
"JINDALSTEL","EQ","11-Jul-2025","944.55","944.00","946.90","928.00","937.45","938.40","938.32","16,76,679","1,57,32,57,546.05","41,134","8,47,898","50.57"
"JINDALSTEL","EQ","14-Jul-2025","938.40","938.40","948.90","927.20","935.90","933.05","936.31","18,15,311","1,69,96,85,816.90","40,742","10,25,061","56.47"
"JINDALSTEL","EQ","15-Jul-2025","933.05","937.70","946.00","932.35","944.80","943.85","942.12","11,06,472","1,04,24,34,587.25","38,869","4,34,011","39.22"
"JINDALSTEL","EQ","16-Jul-2025","943.85","943.00","945.70","929.70","932.20","931.45","937.22","15,00,910","1,40,66,88,882.05","44,977","5,99,247","39.93"
"JINDALSTEL","EQ","17-Jul-2025","931.45","935.50","953.00","929.85","950.00","950.45","943.61","16,52,952","1,55,97,46,171.35","44,314","5,89,521","35.66"
"JINDALSTEL","EQ","18-Jul-2025","950.45","951.90","962.90","948.35","954.80","957.15","957.42","14,80,756","1,41,77,05,835.15","53,587","5,56,976","37.61"
"JINDALSTEL","EQ","21-Jul-2025","957.15","957.95","972.65","957.60","961.90","960.05","963.88","13,46,529","1,29,78,88,027.15","29,763","5,37,575","39.92"
"JINDALSTEL","EQ","22-Jul-2025","960.05","963.20","973.45","960.00","963.70","965.00","965.44","18,58,427","1,79,41,99,160.35","47,081","8,61,867","46.38"
"JINDALSTEL","EQ","23-Jul-2025","965.00","969.45","981.00","963.55","976.60","977.40","974.05","16,18,809","1,57,67,96,823.75","37,570","8,07,532","49.88"
"JINDALSTEL","EQ","24-Jul-2025","977.40","980.00","1,006.35","978.20","1,006.00","1,000.45","993.19","36,29,756","3,60,50,37,646.15","66,760","17,00,554","46.85"
"JINDALSTEL","EQ","25-Jul-2025","1,000.45","1,001.95","1,003.10","990.35","999.05","1,000.15","997.52","21,97,185","2,19,17,42,692.05","67,358","11,25,155","51.21"
"JINDALSTEL","EQ","28-Jul-2025","1,000.15","1,000.45","1,001.40","972.00","976.00","977.70","982.98","12,95,974","1,27,39,11,103.30","58,226","5,04,215","38.91"
"JINDALSTEL","EQ","29-Jul-2025","977.70","975.00","989.00","973.00","983.55","984.35","982.83","4,99,540","49,09,60,819.20","18,044","1,63,902","32.81"
"JINDALSTEL","EQ","30-Jul-2025","984.35","989.40","993.45","980.70","980.70","982.85","985.88","9,64,425","95,08,03,400.35","35,290","4,05,037","42.00"
"JINDALSTEL","EQ","31-Jul-2025","982.85","971.20","979.30","958.35","965.00","965.00","965.23","21,14,119","2,04,06,12,219.50","53,397","14,22,518","67.29"
"JINDALSTEL","EQ","01-Aug-2025","965.00","968.10","971.00","941.55","946.95","945.50","956.03","13,63,054","1,30,31,15,497.25","56,198","6,09,847","44.74"
"JINDALSTEL","EQ","04-Aug-2025","945.50","948.10","991.00","948.10","980.10","980.20","978.58","29,39,641","2,87,66,77,670.45","63,644","14,52,019","49.39"
"JINDALSTEL","EQ","05-Aug-2025","980.20","983.00","1,003.20","978.00","1,001.00","999.80","993.16","14,11,354","1,40,17,03,559.45","38,399","6,45,602","45.74"
"JINDALSTEL","EQ","06-Aug-2025","999.80","998.50","1,001.70","983.10","989.05","985.90","991.25","10,98,509","1,08,88,96,131.90","43,385","4,47,602","40.75"
"JINDALSTEL","EQ","07-Aug-2025","985.90","985.85","1,003.20","980.55","999.00","999.50","993.38","25,28,535","2,51,18,01,541.95","67,320","13,97,608","55.27"
"JINDALSTEL","EQ","08-Aug-2025","999.50","999.50","1,000.25","971.25","973.85","974.10","982.31","9,23,189","90,68,58,728.70","36,498","3,51,915","38.12"
"JINDALSTEL","EQ","11-Aug-2025","974.10","975.05","993.00","972.35","988.70","991.00","987.24","5,85,167","57,76,97,408.00","23,881","98,709","16.87"
"JINDALSTEL","EQ","12-Aug-2025","991.00","981.20","1,004.00","979.70","993.25","998.50","996.01","12,11,533","1,20,66,94,734.50","51,414","3,89,025","32.11"
"JINDALSTEL","EQ","13-Aug-2025","998.50","1,007.00","1,021.75","988.00","988.00","996.35","1,007.34","32,31,630","3,25,53,47,601.55","71,321","12,35,445","38.23"
"JINDALSTEL","EQ","14-Aug-2025","996.35","999.05","999.45","968.20","974.50","975.40","976.70","18,46,204","1,80,31,84,642.90","45,986","7,93,455","42.98"
"JINDALSTEL","EQ","18-Aug-2025","975.40","990.00","999.55","980.00","990.00","992.85","990.41","19,09,764","1,89,14,46,665.35","44,434","9,35,501","48.99"
"JINDALSTEL","EQ","19-Aug-2025","992.85","995.00","1,009.10","990.55","1,004.90","1,005.25","1,002.89","11,21,842","1,12,50,87,410.10","42,104","5,43,881","48.48"
"JINDALSTEL","EQ","20-Aug-2025","1,005.25","1,003.20","1,022.00","997.60","1,016.00","1,016.25","1,013.55","15,64,199","1,58,53,95,486.70","43,968","5,70,513","36.47"
"JINDALSTEL","EQ","21-Aug-2025","1,016.25","1,016.25","1,019.35","1,006.20","1,011.45","1,010.15","1,012.89","30,47,183","3,08,64,51,921.30","60,130","22,46,659","73.73"
"JINDALSTEL","EQ","22-Aug-2025","1,010.15","1,010.00","1,010.75","993.80","997.25","997.25","998.34","18,18,098","1,81,50,87,896.10","41,678","12,51,966","68.86"
"JINDALSTEL","EQ","25-Aug-2025","997.25","1,003.10","1,004.40","992.10","995.00","996.20","997.72","15,42,533","1,53,90,19,907.85","57,586","9,25,791","60.02"
"JINDALSTEL","EQ","26-Aug-2025","996.20","994.95","999.45","970.90","975.25","977.15","979.22","69,27,411","6,78,34,62,409.05","83,264","49,61,320","71.62"
"JINDALSTEL","EQ","28-Aug-2025","977.15","980.00","982.00","960.75","969.60","964.70","968.19","6,73,705","65,22,72,665.45","24,087","2,99,827","44.50"
"JINDALSTEL","EQ","29-Aug-2025","964.70","970.40","974.40","943.55","949.10","945.80","953.18","9,68,556","92,32,12,560.85","34,863","5,27,651","54.48"
"JINDALSTEL","EQ","01-Sep-2025","945.80","944.95","965.00","943.30","963.55","962.85","955.47","15,93,811","1,52,28,32,824.70","33,095","8,63,519","54.18"
"JINDALSTEL","EQ","02-Sep-2025","962.85","964.45","982.00","956.10","974.90","975.15","972.50","12,77,690","1,24,25,54,816.40","38,805","7,18,517","56.24"
"JINDALSTEL","EQ","03-Sep-2025","975.15","973.00","1,030.00","973.00","1,028.50","1,028.35","1,012.10","45,21,491","4,57,61,84,874.45","1,17,017","12,87,039","28.46"
"JINDALSTEL","EQ","04-Sep-2025","1,028.35","1,028.00","1,037.40","1,020.20","1,031.00","1,031.85","1,030.82","13,50,756","1,39,23,90,150.20","45,043","4,88,602","36.17"
"JINDALSTEL","EQ","05-Sep-2025","1,031.85","1,031.85","1,039.00","1,027.20","1,032.50","1,034.85","1,033.19","7,93,972","82,03,26,752.70","37,462","3,92,898","49.49"
